YEAR,MURDER,RAPE,BURGLARY,HURT,location,latitude,longitude
2012,17,12,29,62,"SONEPUR, ODISHA",20.845386,83.909083
2012,5,0,9,14,"SRP(CUTTACK), ODISHA",20.46414,85.89874
2012,6,1,25,0,"SRP(ROURKELA), ODISHA",22.23213,84.80313
2012,48,40,62,451,"SUNDARGARH, ODISHA",22.1194,84.0381
2012,46,18,76,160,"AMRITSAR RURAL, PUNJAB",31.66149,74.85069
2012,18,25,37,75,"BARNALA, PUNJAB",30.34749,75.5227
2012,19,25,64,175,"BATALA, PUNJAB",31.819303,75.199994
2012,53,44,167,229,"BHATINDA, PUNJAB",30.35855,75.53152
2012,42,27,158,134,"CP AMRITSAR, PUNJAB",30.929321,75.500484
2012,14,33,195,132,"CP JALANDHAR, PUNJAB",31.34516,75.56544
2012,79,69,196,194,"CP LUDHIANA, PUNJAB",30.909016,75.851601
2012,22,17,85,121,"FARIDKOT, PUNJAB",30.68164,74.73457
2012,17,15,63,137,"FATEHGARH SAHIB, PUNJAB",30.65213,76.39727
2012,37,32,60,156,"FAZILKA, PUNJAB",30.406689,74.030525
2012,37,15,113,231,"FEROZPUR, PUNJAB",30.88058,75.77958
2012,5,0,1,8,"G.R.P, PUNJAB",31.35946,75.57996
2012,19,14,68,101,"GURDASPUR, PUNJAB",32.26245,75.59077
2012,45,33,174,250,"HOSHIARPUR, PUNJAB",31.532852,75.902549
2012,49,29,140,255,"JALANDHAR RURAL, PUNJAB",31.32661,75.62385
2012,24,16,149,204,"KAPURTHALA, PUNJAB",31.43191,75.38749
2012,20,14,58,98,"KHANNA, PUNJAB",30.700625,76.222076
2012,25,11,80,78,"LUDHIANA RURAL, PUNJAB",30.87813,75.82523
2012,15,22,54,101,"MANSA, PUNJAB",29.97358,75.37205
2012,37,23,107,161,"MOGA, PUNJAB",30.822341,75.173097
2012,25,18,67,159,"MUKTSAR, PUNJAB",30.4692,74.5182
2012,11,13,25,28,"PATHANKOT, PUNJAB",32.269245,75.652886
2012,53,44,181,276,"PATIALA, PUNJAB",30.33573,76.40686
2012,20,22,78,90,"ROPAR, PUNJAB",30.92952,76.44646
2012,41,34,112,220,"SANGRUR, PUNJAB",30.243201,75.835812
2012,22,23,171,149,"SAS NGR, PUNJAB",30.73052,76.72088
2012,19,21,70,117,"SBS NAGAR, PUNJAB",30.72935,76.71528
2012,41,23,79,147,"TARN TARAN, PUNJAB",31.50037,74.95985
2012,38,70,151,236,"AJMER, RAJASTHAN",26.4691,74.639
2012,100,129,231,2612,"ALWAR, RAJASTHAN",27.57218,76.61403
2012,34,56,74,632,"BANSWARA, RAJASTHAN",23.550075,74.446294
2012,45,69,81,366,"BARAN, RAJASTHAN",25.09819,76.516988
2012,29,21,115,442,"BARMER, RAJASTHAN",25.74158,71.41026
2012,91,108,73,92,"BHARATPUR, RAJASTHAN",27.215445,77.498696
2012,29,59,166,63,"BHILWARA, RAJASTHAN",25.348,74.636
2012,45,67,116,229,"BIKANER, RAJASTHAN",28.015929,73.317137
2012,18,43,57,654,"BUNDI, RAJASTHAN",25.42473,75.65093
2012,38,59,130,845,"CHITTORGARH, RAJASTHAN",25.32775,74.63261
2012,42,59,81,431,"CHURU, RAJASTHAN",28.33209,75.08729
2012,30,14,33,36,"DAUSA, RAJASTHAN",26.02314,76.35245
2012,50,32,37,1290,"DHOLPUR, RAJASTHAN",26.73729,77.86846
2012,26,32,41,159,"DUNGARPUR, RAJASTHAN",23.8483,73.7215
2012,4,4,1,5,"G.R.P.AJMER, RAJASTHAN",26.41332,74.66553
2012,2,1,1,1,"G.R.P.JODHPUR, RAJASTHAN",26.2893,73.04474
2012,51,77,174,691,"GANGANAGAR, RAJASTHAN",29.927056,73.876152
2012,49,92,77,276,"HANUMANGARH, RAJASTHAN",29.63552,74.31309
2012,21,41,352,57,"JAIPUR EAST, RAJASTHAN",26.89589,75.81295
2012,12,37,79,263,"JAIPUR NORTH, RAJASTHAN",26.9228,75.74469
2012,38,39,139,410,"JAIPUR RURAL, RAJASTHAN",26.90878,75.91129
2012,17,17,218,103,"JAIPUR SOUTH, RAJASTHAN",26.94953,75.74324
2012,26,38,319,226,"JAIPUR WEST, RAJASTHAN",26.95035,75.7757
2012,9,12,58,253,"JAISALMER, RAJASTHAN",27.17316,70.72269
2012,23,13,90,15,"JALORE, RAJASTHAN",25.37321,72.73139
2012,47,81,59,766,"JHALAWAR, RAJASTHAN",25.09181,75.86302
2012,36,45,127,560,"JHUNJHUNU, RAJASTHAN",27.81115,75.51286
2012,12,20,50,417,"JODHPUR EAST, RAJASTHAN",26.29893,73.0334
2012,34,27,66,771,"JODHPUR RURAL, RAJASTHAN",26.29893,73.0334
2012,15,20,124,286,"JODHPUR WEST, RAJASTHAN",26.29893,73.0334
2012,41,44,32,2,"KARAULI, RAJASTHAN",26.4956,77.0275
2012,28,45,86,115,"KOTA CITY, RAJASTHAN",25.21126,75.82218
2012,20,42,48,185,"KOTA RURAL, RAJASTHAN",25.19218,75.85084
2012,49,53,155,84,"NAGAUR, RAJASTHAN",26.34454,73.0627
2012,56,61,178,68,"PALI, RAJASTHAN",26.19187,73.04313
2012,29,137,59,536,"PRATAPGARH, RAJASTHAN",24.03746,74.88168
2012,26,14,116,484,"RAJSAMAND, RAJASTHAN",25.05727,73.88511
2012,24,19,40,0,"SAWAI MADHOPUR, RAJASTHAN",26.0997,76.3634
2012,51,55,143,234,"SIKAR, RAJASTHAN",27.62694,75.15247
2012,29,29,60,341,"SIROHI, RAJASTHAN",27.22345,75.91849
2012,21,19,74,860,"TONK, RAJASTHAN",26.161143,75.785835
2012,76,149,299,1518,"UDAIPUR, RAJASTHAN",24.59677,73.7852
2012,3,13,22,31,"EAST, SIKKIM",27.34244,88.64121
2012,1,0,5,5,"NORTH, SIKKIM",-36.98793,174.88748
2012,1,12,21,33,"SOUTH, SIKKIM",-25.79363,28.11306
2012,2,9,17,22,"WEST, SIKKIM",52.197448,21.013323
2012,19,11,41,433,"ARIYALUR, TAMIL NADU",13.18543,80.25179
2012,180,94,546,1412,"CHENNAI, TAMIL NADU",13.079691,80.282953
2012,1,0,1,29,"CHENNAI RLY., TAMIL NADU",12.98958,80.25274
2012,51,9,125,442,"COIMBATORE RURAL, TAMIL NADU",11.001812,76.962843
2012,29,20,125,272,"COIMBATORE URBAN, TAMIL NADU",11.001812,76.962843
2012,70,40,192,1384,"CUDDALORE, TAMIL NADU",11.77555,79.73803
2012,50,25,73,994,"DHARMAPURI, TAMIL NADU",12.134799,78.158986
2012,74,16,106,606,"DINDIGUL, TAMIL NADU",10.365545,77.969573
2012,40,8,94,399,"ERODE, TAMIL NADU",10.510729,78.060022
2012,76,19,167,641,"KANCHIPURAM, TAMIL NADU",12.835318,79.704983
2012,53,12,203,740,"KANYAKUMARI, TAMIL NADU",12.95811,80.172653
2012,26,4,39,198,"KARUR, TAMIL NADU",10.960405,78.077561
2012,63,14,116,663,"KRISHNAGIRI, TAMIL NADU",12.56464,78.17775
2012,76,30,191,632,"MADURAI RURAL, TAMIL NADU",12.86936,80.08376
2012,31,11,68,245,"MADURAI URBAN, TAMIL NADU",9.92013,78.11088
2012,56,10,68,518,"NAGAPATTINAM, TAMIL NADU",10.76638,79.84952
2012,30,12,62,458,"NAMAKKAL, TAMIL NADU",11.219327,78.167725
2012,14,9,65,195,"NILGIRIS, TAMIL NADU",12.804002,80.22355
2012,11,3,37,168,"PERAMBALUR, TAMIL NADU",11.23668,78.87092
2012,31,6,34,282,"PUDUKOTTAI, TAMIL NADU",10.42332,79.318266
2012,54,9,81,487,"RAMNATHAPURAM, TAMIL NADU",41.726595,-74.387905
2012,60,36,66,1418,"SALEM RURAL, TAMIL NADU",11.12406,77.19405
2012,16,15,31,315,"SALEM URBAN, TAMIL NADU",11.66134,78.13536
2012,47,11,95,319,"SIVAGANGAI, TAMIL NADU",9.92736,78.15219
2012,62,14,167,894,"THANJAVUR, TAMIL NADU",10.786069,79.138128
2012,39,22,113,622,"THENI, TAMIL NADU",10.010814,77.48101
2012,88,44,185,1061,"THIRUNELVELI RURAL, TAMIL NADU",8.72879,77.70458
2012,19,3,18,119,"THIRUNELVELI URBAN, TAMIL NADU",8.75195,77.69556
2012,40,18,117,447,"THIRUVALLUR, TAMIL NADU",13.01825,80.246223
2012,52,21,76,635,"THIRUVANNAMALAI, TAMIL NADU",12.234323,79.076199
2012,33,11,68,536,"THIRUVARUR, TAMIL NADU",11.097142,77.349205
2012,85,26,184,686,"THOOTHUGUDI, TAMIL NADU",8.91115,78.1716
2012,63,8,283,645,"TIRUPPUR, TAMIL NADU",11.097142,77.349205
2012,2,0,1,15,"TRICHY RLY., TAMIL NADU",11.00395,77.0457
2012,44,14,73,377,"TRICHY RURAL, TAMIL NADU",11.02016,77.09775
2012,26,7,42,146,"TRICHY URBAN, TAMIL NADU",11.00395,77.0457
2012,76,24,188,789,"VELLORE, TAMIL NADU",12.91642,79.136194
2012,100,78,189,1326,"VILLUPURAM, TAMIL NADU",11.942589,79.495063
2012,62,23,127,552,"VIRUDHUNAGAR, TAMIL NADU",9.51659,77.83727
2012,20,35,17,70,"DHALAI, TRIPURA",24.009922,91.925217
2012,18,26,28,321,"GOMATI, TRIPURA",23.585921,91.815635
2012,1,0,0,1,"GRP, TRIPURA",-28.04103,-48.65421
2012,12,10,18,131,"KHOWAI, TRIPURA",24.06623,91.60716
2012,11,29,19,105,"NORTH, TRIPURA",28.632655,80.693497
2012,12,23,37,250,"SIPAHIJALA, TRIPURA",22.45292,88.37411
2012,15,30,37,190,"SOUTH, TRIPURA",23.5,91.666667
2012,9,26,5,159,"UNAKOTI, TRIPURA",24.317016,92.066595
2012,26,50,78,277,"WEST, TRIPURA",23.916667,91.5
2012,152,58,392,377,"AGRA, UTTAR PRADESH",27.175255,78.009816
2012,177,64,192,254,"ALIGARH, UTTAR PRADESH",27.8791,78.0795
2012,115,52,272,411,"ALLAHABAD, UTTAR PRADESH",25.43813,81.833801
2012,35,12,31,147,"AMBEDKAR NAGAR, UTTAR PRADESH",28.63937,77.43214
2012,24,13,31,87,"AURAIYA, UTTAR PRADESH",26.66069,79.17701
2012,73,19,72,328,"AZAMGARH, UTTAR PRADESH",26.02472,83.17437
2012,108,24,63,315,"BADAUN, UTTAR PRADESH",28.30985,79.41382
2012,80,18,46,134,"BAGHPAT, UTTAR PRADESH",28.94508,77.22005
2012,41,27,74,173,"BAHRAICH, UTTAR PRADESH",27.6863,80.88058
2012,45,12,97,239,"BALLIA, UTTAR PRADESH",28.24539,79.36434
2012,23,12,33,74,"BALRAMPUR, UTTAR PRADESH",27.429513,82.18546
2012,40,22,42,24,"BANDA, UTTAR PRADESH",25.47748,80.3367
2012,73,31,53,256,"BARABANKI, UTTAR PRADESH",26.90748,81.19932
2012,114,86,146,795,"BAREILLY, UTTAR PRADESH",28.28396,79.80216
2012,33,7,36,134,"BASTI, UTTAR PRADESH",26.81732,82.76349
2012,77,23,91,121,"BHIM NAGAR, UTTAR PRADESH",28.68124,77.42005
2012,89,43,74,5,"BIJNOR, UTTAR PRADESH",29.30706,78.17289
2012,140,46,78,14,"BULANDSHAHAR, UTTAR PRADESH",28.64584,77.46599
2012,25,11,25,188,"CHANDOLI, UTTAR PRADESH",16.0102,80.62146
2012,34,31,68,13,"CHITRAKOOT DHAM, UTTAR PRADESH",25.87441,83.11321
2012,35,26,59,237,"CSM NAGAR, UTTAR PRADESH",28.32349,77.5965
2012,35,18,47,147,"DEORIA, UTTAR PRADESH",26.72069,83.3921
2012,73,22,41,235,"ETAH, UTTAR PRADESH",27.55358,78.65876
2012,59,9,52,78,"ETAWAH, UTTAR PRADESH",27.0367,79.26709
2012,45,29,91,213,"FAIZABAD, UTTAR PRADESH",26.81258,81.51219
2012,68,14,75,56,"FATEHGARH, UTTAR PRADESH",26.43146,80.29282
2012,79,35,63,295,"FATEHPUR, UTTAR PRADESH",25.9328,80.8091
2012,100,32,64,289,"FIROZABAD, UTTAR PRADESH",27.152799,78.399144
2012,22,3,1,4,"G.R.P., UTTAR PRADESH",26.92356,80.56635
2012,89,19,189,91,"GAUTAMBUDH NAGAR, UTTAR PRADESH",28.32349,77.5965
2012,146,31,207,14,"GHAZIABAD, UTTAR PRADESH",28.671153,77.412036
2012,47,9,78,216,"GHAZIPUR, UTTAR PRADESH",25.90345,80.80067
2012,39,23,106,340,"GONDA, UTTAR PRADESH",27.20867,82.11712
2012,98,52,197,410,"GORAKHPUR, UTTAR PRADESH",26.760022,83.366813
2012,36,25,28,58,"HAMIRPUR, UTTAR PRADESH",26.39815,80.31347
2012,77,30,52,243,"HARDOI, UTTAR PRADESH",27.56979,80.65578
2012,53,17,77,145,"HATHRAS, UTTAR PRADESH",27.597589,78.054548
2012,60,34,36,106,"J.P.NAGAR, UTTAR PRADESH",28.32349,77.5965
2012,46,15,37,10,"JALAUN, UTTAR PRADESH",26.00225,79.16141
2012,50,15,51,324,"JAUNPUR, UTTAR PRADESH",25.40012,82.89158
2012,65,19,81,153,"JHANSI, UTTAR PRADESH",25.44873,78.57013
2012,48,12,40,5,"KANNAUJ, UTTAR PRADESH",27.0564,79.9184
2012,151,55,225,289,"KANPUR NAGAR, UTTAR PRADESH",26.33969,80.29294
2012,50,18,21,134,"KANSHIRAM NAGAR, UTTAR PRADESH",27.79358,78.63292
2012,44,11,49,80,"KAUSHAMBI, UTTAR PRADESH",28.64181,77.31949
2012,89,34,50,432,"KHIRI, UTTAR PRADESH",27.92487,80.79163
2012,36,30,39,166,"KUSHI NAGAR, UTTAR PRADESH",27.94028,80.78547
2012,23,14,23,15,"LALITPUR, UTTAR PRADESH",24.69737,78.43635
2012,141,48,479,91,"LUCKNOW, UTTAR PRADESH",26.28265,81.20996
2012,30,34,52,171,"MAHARAJGANJ, UTTAR PRADESH",26.25563,81.23401
2012,29,16,49,5,"MAHOBA, UTTAR PRADESH",25.2954,79.86376
2012,81,15,70,196,"MAINPURI, UTTAR PRADESH",28.709049,77.480881
2012,101,41,66,188,"MATHURA, UTTAR PRADESH",27.49606,77.6547
2012,23,9,73,237,"MAU, UTTAR PRADESH",25.97482,83.57464
2012,202,54,277,22,"MEERUT, UTTAR PRADESH",28.97919,77.69819
2012,27,4,21,85,"MIRZAPUR, UTTAR PRADESH",25.146135,82.568995
2012,90,36,109,88,"MORADABAD, UTTAR PRADESH",28.833498,78.773286
2012,126,27,74,28,"MUZAFFARNAGAR, UTTAR PRADESH",29.466237,77.69617
2012,56,15,30,35,"PANCHSHIL NAGAR, UTTAR PRADESH",23.22194,77.41369
2012,47,10,11,1,"PILIBHIT, UTTAR PRADESH",28.40745,79.44992
2012,55,7,24,4,"PRABUDDH NAGAR, UTTAR PRADESH",28.358464,77.548356
2012,57,36,101,361,"PRATAPGARH, UTTAR PRADESH",25.89746,81.88225
2012,37,36,67,137,"RAIBAREILLY, UTTAR PRADESH",26.92356,80.56635
2012,44,18,18,194,"RAMABAI NAGAR, UTTAR PRADESH",28.358464,77.548356
2012,51,26,62,1,"RAMPUR, UTTAR PRADESH",28.8014,79.028434
2012,70,18,30,113,"SAHARANPUR, UTTAR PRADESH",28.82882,77.2682
2012,16,18,33,134,"SANT KABIRNAGAR, UTTAR PRADESH",26.77651,80.9261
2012,77,27,43,250,"SHAHJAHANPUR, UTTAR PRADESH",27.85906,79.88883
2012,24,22,17,137,"SHRAWASTI, UTTAR PRADESH",26.92356,80.56635
2012,27,22,27,38,"SIDHARTHNAGAR, UTTAR PRADESH",27.130334,80.859666
2012,96,49,114,219,"SITAPUR, UTTAR PRADESH",27.561557,80.684008
2012,25,21,35,131,"SONBHADRA, UTTAR PRADESH",24.394384,83.072477
2012,10,4,18,56,"ST.RAVIDASNAGAR, UTTAR PRADESH",27.56261,78.66227
2012,44,26,108,243,"SULTANPUR, UTTAR PRADESH",28.76507,77.45431
2012,60,41,90,35,"UNNAO, UTTAR PRADESH",26.54784,80.48952
2012,59,21,94,216,"VARANASI, UTTAR PRADESH",25.3877,82.98633
2012,4,5,10,0,"ALMORA, UTTARAKHAND",29.65827,79.45298
2012,3,8,6,11,"BAGESHWAR, UTTARAKHAND",29.87911,79.59928
2012,1,2,8,14,"CHAMOLI, UTTARAKHAND",30.4036,79.3309
2012,2,3,10,25,"CHAMPAWAT, UTTARAKHAND",28.90618,80.02799
2012,37,30,118,467,"DEHRADUN, UTTARAKHAND",29.96231,77.56129
2012,74,47,71,390,"HARIDWAR, UTTARAKHAND",29.933538,78.13722
2012,17,16,30,20,"NAINITAL, UTTARAKHAND",29.392038,79.455536
2012,9,2,19,28,"PAURI GARHWAL, UTTARAKHAND",30.13091,78.59973
2012,9,1,18,15,"PITHORAGARH, UTTARAKHAND",29.58832,80.21989
2012,3,2,13,6,"RUDRA PRAYAG, UTTARAKHAND",30.15236,78.76367
2012,5,1,5,0,"TEHRI GARHWAL, UTTARAKHAND",30.31805,78.43576
2012,52,30,80,43,"UDHAMSINGH NAGAR, UTTARAKHAND",29.77158,80.29496
2012,1,1,3,3,"UTTARKASHI, UTTARAKHAND",30.40434,78.39765
2012,140,118,6,79,"24 PARGANAS NORTH, WEST BENGAL",22.68405,88.38047
2012,224,244,51,234,"24 PARGANAS SOUTH, WEST BENGAL",31.152064,-97.452242
2012,60,36,21,93,"ASANSOL, WEST BENGAL",22.489071,88.39624
2012,61,35,14,187,"BANKURA, WEST BENGAL",23.38809,86.83991
2012,15,13,10,0,"BDN CP, WEST BENGAL",23.15662,88.57312
2012,113,49,26,521,"BIRBHUM, WEST BENGAL",24.062774,87.690819
2012,89,36,9,143,"BKP CP, WEST BENGAL",23.15662,88.57312
2012,91,58,6,578,"BURDWAN, WEST BENGAL",23.241563,87.870474
2012,48,92,12,163,"COOCHBEHAR, WEST BENGAL",26.29385,89.38473
2012,53,66,4,221,"DAKSHIN DINAJPUR, WEST BENGAL",25.40009,88.55547
2012,27,10,2,632,"DARJEELING, WEST BENGAL",26.83029,88.3291
2012,132,68,6,47,"HOOGHLY, WEST BENGAL",22.91216,88.36368
2012,67,56,67,194,"HOWRAH, WEST BENGAL",22.59938,88.31656
2012,39,28,19,36,"HOWRAH CITY, WEST BENGAL",22.59938,88.31656
2012,16,2,0,3,"HOWRAH G.R.P., WEST BENGAL",22.59938,88.31656
2012,117,163,25,220,"JALPAIGURI, WEST BENGAL",26.524299,88.720022
2012,30,21,3,11,"JHARGRAM, WEST BENGAL",22.450942,86.995367
2012,6,2,1,3,"KHARAGPUR G.R.P., WEST BENGAL",22.996495,87.685588
2012,85,68,96,3518,"KOLKATA, WEST BENGAL",22.58287,88.37886
2012,118,158,21,787,"MALDA, WEST BENGAL",25.03264,88.13772
2012,174,257,4,3254,"MURSHIDABAD, WEST BENGAL",24.17024,88.26813
2012,146,174,21,2632,"NADIA, WEST BENGAL",23.26207,88.41052
2012,88,64,13,210,"PASCHIM MIDNAPUR, WEST BENGAL",22.996495,87.685588
2012,82,65,15,16,"PURAB MIDNAPUR, WEST BENGAL",22.42063,87.30219
2012,66,50,2,162,"PURULIA, WEST BENGAL",23.34149,86.37207
2012,19,0,0,62,"SEALDAH G.R.P., WEST BENGAL",45.964727,-60.14389
2012,4,0,0,0,"SILIGURI G.R.P., WEST BENGAL",45.964727,-60.14389
2012,32,21,3,812,"SILIGURI_PC, WEST BENGAL",26.74966,88.44061
2012,110,92,7,1105,"UTTAR DINAJPUR, WEST BENGAL",39.390897,-99.066067
2012,2,0,0,4,"CAR, A & N ISLANDS",28.49025,-16.36892
2012,5,4,6,8,"NORTH, A & N ISLANDS",25.80367,55.96998
2012,8,8,65,50,"SOUTH, A & N ISLANDS",28.36305,-16.86038
2012,21,27,235,42,"CHANDIGARH, CHANDIGARH",30.720451,76.76697
2012,7,3,22,25,"D and N HAVELI, D & N HAVELI",18.46592,73.76498
2012,3,5,24,15,"DAMAN, DAMAN & DIU",20.41092,72.86157
2012,0,0,2,2,"DIU, DAMAN & DIU",20.72942,70.98819
2012,0,0,0,0,"CAW, DELHI UT",28.69093,77.08008
2012,35,31,101,133,"CENTRAL, DELHI UT",39.643477,-85.573547
2012,1,1,0,0,"CRIME BRANCH, DELHI UT",28.69093,77.08008
2012,48,90,172,161,"EAST, DELHI UT",37.8036,-109.133301
2012,0,0,0,0,"EOW, DELHI UT",28.69093,77.08008
2012,13,4,1,1,"GRP(RLY), DELHI UT",40.594439,-112.453084
2012,1,0,1,1,"IGI AIRPORT, DELHI UT",32.41305,-91.49337
2012,9,5,25,16,"NEW DELHI, DELHI UT",14.32351,120.95263
2012,25,14,97,92,"NORTH, DELHI UT",33.77579,-93.686695
2012,49,78,57,242,"NORTH-EAST, DELHI UT",36.2232,-115.13397
2012,60,64,166,166,"NORTH-WEST, DELHI UT",41.92923,-111.441809
2012,96,67,262,224,"OUTER, DELHI UT",38.185355,-90.559903
2012,39,70,235,101,"SOUTH, DELHI UT",42.874698,-89.933472
2012,46,116,201,252,"SOUTH-EAST, DELHI UT",41.92923,-111.441809
2012,47,87,211,131,"SOUTH-WEST, DELHI UT",41.92923,-111.441809
2012,0,0,0,0,"STF, DELHI UT",28.55874,77.16095
2012,52,79,186,227,"WEST, DELHI UT",41.060299,-111.9981
2012,0,0,3,3,"LAKSHADWEEP, LAKSHADWEEP",11.27695,74.04297
2012,5,6,21,186,"KARAIKAL, PUDUCHERRY",10.83087,79.83245
2012,24,7,56,632,"PUDUCHERRY, PUDUCHERRY",11.934057,79.830645
2013,96,61,274,2394,"ADILABAD, Andhra Pradesh",17.24083,78.48053
2013,156,28,279,2537,"ANANTAPUR, Andhra Pradesh",14.42524,77.71148
2013,72,31,157,937,"CHITTOOR, Andhra Pradesh",13.20344,79.08154
2013,93,19,220,2310,"CUDDAPAH, Andhra Pradesh",14.67425,78.42032
2013,162,138,1318,4284,"CYBERABAD, Andhra Pradesh",17.24083,78.48053
2013,68,74,326,2300,"EAST GODAVARI, Andhra Pradesh",16.95918,82.23544
2013,2,0,0,11,"GUNTAKAL RLY., Andhra Pradesh",15.16168,77.37832
2013,110,38,192,2345,"GUNTUR, Andhra Pradesh",16.29381,80.45467
2013,44,28,190,1180,"GUNTUR URBAN, Andhra Pradesh",16.29381,80.45467
2013,120,101,658,3092,"HYDERABAD CITY, Andhra Pradesh",17.24083,78.48053
2013,101,57,349,2593,"KARIMNAGAR, Andhra Pradesh",17.24083,78.48053
2013,103,100,455,2268,"KHAMMAM, Andhra Pradesh",17.24083,78.48053
2013,56,58,316,2596,"KRISHNA, Andhra Pradesh",16.96081,82.23694
2013,127,26,252,2531,"KURNOOL, Andhra Pradesh",15.830925,78.042537
2013,191,117,394,2381,"MAHABOOBNAGAR, Andhra Pradesh",29.484731,-98.411616
2013,128,64,414,1970,"MEDAK, Andhra Pradesh",17.24083,78.48053
2013,98,77,375,3315,"NALGONDA, Andhra Pradesh",17.24083,78.48053
2013,99,26,364,2533,"NELLORE, Andhra Pradesh",14.449372,79.987376
2013,117,49,480,1796,"NIZAMABAD, Andhra Pradesh",17.24083,78.48053
2013,77,39,238,2274,"PRAKASHAM, Andhra Pradesh",13.21797,79.10104
2013,14,14,160,757,"RAJAHMUNDRY, Andhra Pradesh",17.02098,81.66571
2013,80,37,96,626,"RANGA REDDY, Andhra Pradesh",17.501381,78.508499
2013,7,0,0,10,"SECUNDERABAD RLY., Andhra Pradesh",17.24083,78.48053
2013,35,42,190,1124,"SRIKAKULAM, Andhra Pradesh",18.29494,83.893875
2013,26,10,190,565,"TIRUPATHI URBAN, Andhra Pradesh",13.599603,78.530333
2013,29,48,323,1955,"VIJAYAWADA CITY, Andhra Pradesh",16.49995,80.64361
2013,6,1,0,11,"VIJAYAWADA RLY., Andhra Pradesh",16.50533,80.66121
2013,46,32,132,1137,"VISAKHA RURAL, Andhra Pradesh",37.60229,-96.035319
2013,30,67,355,1356,"VISAKHAPATNAM, Andhra Pradesh",17.723128,83.301284
2013,30,42,180,1609,"VIZIANAGARAM, Andhra Pradesh",18.1152,83.3982
2013,52,52,256,1789,"WARANGAL, Andhra Pradesh",17.24083,78.48053
2013,24,36,197,1442,"WARANGAL URBAN, Andhra Pradesh",17.01218,81.8007
2013,85,123,490,2460,"WEST GODAVARI, Andhra Pradesh",16.42966,81.67985
2013,2,0,2,5,"ANJAW, Arunachal Pradesh",27.99413,96.83821
2013,4,5,15,24,"CHANGLANG, Arunachal Pradesh",27.1351,95.73269
2013,2,0,10,13,"DIBANG VALLEY, Arunachal Pradesh",28.7,95.7
2013,2,0,3,10,"K/KUMEY, Arunachal Pradesh",27.59339,96.10737
2013,5,2,12,57,"KAMENG EAST, Arunachal Pradesh",27.296587,92.804626
2013,8,2,14,6,"KAMENG WEST, Arunachal Pradesh",27.296587,92.804626
2013,12,10,18,61,"LOHIT, Arunachal Pradesh",27.86853,96.02421
2013,2,1,6,23,"LONGDING, Arunachal Pradesh",26.8858,95.30676
2013,5,18,46,63,"PAPUM PARE, Arunachal Pradesh",27.284315,93.61156
2013,1,3,5,22,"RURAL, Arunachal Pradesh",27.59339,96.10737
2013,6,10,17,34,"SIANG EAST, Arunachal Pradesh",28.00715,95.15934
2013,3,0,5,19,"SIANG UPPER, Arunachal Pradesh",28.720025,95.07183
2013,4,7,17,65,"SIANG WEST, Arunachal Pradesh",28.066207,95.328081
2013,4,5,8,27,"SUBANSIRI LOWER, Arunachal Pradesh",27.729984,94.327964
2013,6,10,5,45,"SUBANSIRI UPPER, Arunachal Pradesh",27.643989,94.240939
2013,0,2,3,7,"TAWANG, Arunachal Pradesh",27.57086,91.78889
2013,2,0,10,13,"TIRAP, Arunachal Pradesh",26.961625,95.432609
2013,1,0,0,4,"UPPER DIBANG VALLEY, Arunachal Pradesh",27.22084,93.17795
2013,42,20,40,50,"BAKSA, Assam",26.68511,91.34772
2013,46,148,335,159,"BARPETA, Assam",26.18327,91.69619
2013,0,0,0,0,"BIEO, Assam",51.51535,-0.06834
2013,20,68,63,101,"BONGAIGAON, Assam",26.41375,90.58664
2013,1,0,0,0,"C.I.D., Assam",-21.74108,-48.18897
2013,59,79,206,80,"CACHAR, Assam",24.756991,92.881511
2013,33,30,20,5,"CHIRANG, Assam",39.390897,-99.066067
2013,35,92,145,297,"DARRANG, Assam",26.56356,92.067533
2013,22,42,49,232,"DHEMAJI, Assam",27.4823,94.5684
2013,62,190,269,1060,"DHUBRI, Assam",26.0227,89.9784
2013,80,65,123,858,"DIBRUGARH, Assam",27.47807,94.90115
2013,13,0,2,0,"G.R.P., Assam",40.512359,-78.405292
2013,70,73,185,137,"GOALPARA, Assam",26.1641,90.625
2013,63,85,98,556,"GOLAGHAT, Assam",26.5094,93.9621
2013,61,103,828,329,"GUWAHATI CITY, Assam",26.16422,91.71563
2013,14,60,45,17,"HAILAKANDI, Assam",24.67846,92.73034
2013,11,14,12,0,"HAMREN, Assam",51.51535,-0.06834
2013,67,79,166,545,"JORHAT, Assam",26.757793,94.207965
2013,41,66,206,196,"KAMRUP, Assam",26.16422,91.71563
2013,23,8,43,43,"KARBI ANGLONG, Assam",25.8602,92.589638
2013,39,44,132,20,"KARIMGANJ, Assam",24.7592,92.50924
2013,49,32,53,111,"KOKRAJHAR, Assam",26.39701,90.26366
2013,44,59,103,92,"LAKHIMPUR, Assam",27.25207,94.0832
2013,20,76,74,392,"MORIGAON, Assam",26.25337,92.3549
2013,13,5,20,13,"N.C.HILLS, Assam",26.62007,92.78014
2013,96,190,407,939,"NAGAON, Assam",26.3026,92.68086
2013,27,44,124,328,"NALBARI, Assam",26.4458,91.4384
2013,4,9,0,0,"R.P.O., Assam",51.51535,-0.06834
2013,78,60,155,760,"SIBSAGAR, Assam",26.9893,94.6397
2013,94,99,186,553,"SONITPUR, Assam",26.765603,92.996861
2013,0,0,0,0,"STF, Assam",51.51535,-0.06834
